viento,v_viento,p_ola,m_ola,presion,temperatura,clase
0.27259,0.40856,0.635294,0.521902,0.65283,0.118812,2
0.262515,0.463035,0.488581,0.521902,0.737107,0.158416,2
0.30288,0.346304,0.425606,0.521902,0.781132,0.168317,1
0.240759,0.264591,0.425606,0.521902,0.833962,0,1
0.429145,0.303502,0.587543,0.523154,0.339308,0.09901,2
0.746115,0.708171,0.425606,0.523154,0.477987,0.089109,3
0.580576,0.490272,0.587543,0.523154,0.718239,0.356436,2
0.528817,0.564202,0.689273,0.524406,0.293082,0.029703,3
0.319849,0.44358,0.488581,0.524406,0.377358,0.049505,3
0.364348,0.11284,0.425606,0.524406,0.41761,0.237624,2
0.402273,0.544747,0.635294,0.524406,0.559748,0.257426,2
0.596048,0.599222,0.587543,0.524406,0.669182,0.178218,3
0.538296,0.622568,0.587543,0.524406,0.689308,0.168317,3
0.166842,0.124514,0.544637,0.524406,0.69434,0.128713,1
0.297658,0.354086,0.689273,0.524406,0.706918,0.039604,2
0.211857,0.287938,0.587543,0.524406,0.767296,0.069307,1
0.192019,0.202335,0.544637,0.524406,0.877987,0.089109,1
0.260369,0.291829,0.635294,0.524406,0.889308,0.188119,2
0.403029,0.338521,0.488581,0.525657,0.212579,0.207921,2
0.488473,0.501946,0.635294,0.525657,0.277987,0.445545,2
0.363554,0.2607,0.689273,0.525657,0.391195,0.029703,2
0.434373,0.587549,0.750865,0.525657,0.49434,0.148515,2
0.605477,0.653696,0.544637,0.525657,0.52956,0.267327,3
0.543891,0.634241,0.587543,0.525657,0.597484,0.316832,3
0.298675,0.140078,0.488581,0.525657,0.628931,0.910891,1
0.287576,0.307393,0.689273,0.525657,0.631447,0.841584,2
0.368536,0.431907,0.635294,0.525657,0.656604,0.366337,3
0.375788,0.428016,0.635294,0.525657,0.714352,0.079208,2
0.244135,0.245136,0.488581,0.525657,0.948428,0.178218,2
0.154266,0.428016,0.37301,0.526909,0.337107,0.188119,2
0.348397,0.354086,0.425606,0.526909,0.402516,0.50495,2
0.314128,0.354086,0.635294,0.526909,0.603774,0.326733,1
0.555316,0.509728,0.587543,0.52816,0.391195,0.455446,3
0.428989,0.466926,0.544637,0.52816,0.397484,0.138614,2
0.298279,0.439689,0.587543,0.52816,0.423899,0.613861,2
0.738404,0.459144,0.488581,0.52816,0.449057,0.079208,3
0.135533,0.132296,0.587543,0.52816,0.472956,0.485149,2
0.055342,0.151751,0.689273,0.52816,0.522013,0.069307,2
0.353947,0.140078,0.544637,0.52816,0.608805,0.138614,1
0.692107,0.587549,0.544637,0.52816,0.640314,0.039604,2
0.41384,0.568093,0.587543,0.52816,0.734591,0.237624,3
0.130275,0.058366,0.488581,0.52816,0.841346,0.405941,0
0.499711,0.447471,0.750865,0.529412,0.377358,0.554455,2
0.459403,0.365759,0.635294,0.529412,0.603774,0.138614,2
0.066233,0.105058,0.425606,0.529412,0.704403,0.128713,1
0.346906,0.377432,0.689273,0.529412,0.728302,0.336634,3
0.316662,0.214008,0.544637,0.529412,0.788679,0.524752,2
0.22464,0.225681,0.689273,0.529412,0.792453,0.29703,1
0.257318,0.249027,0.488581,0.530663,0.620126,0.059406,2
0.51101,0.276265,0.425606,0.530663,0.669182,0.138614,2
0.266673,0.214008,0.544637,0.530663,0.683019,0.049505,1
0.321948,0.206226,0.587543,0.530663,0.714553,0.09901,1
0.335993,0.163424,0.488581,0.530663,0.732075,0.148515,1
0.479117,0.264591,0.587543,0.530663,0.808805,0.366337,2
0.24344,0.116732,0.544637,0.530663,0.88805,0.089109,1
0.256168,0.198444,0.587543,0.531915,0.284277,0.029703,2
0.290033,0.326848,0.587543,0.531915,0.379874,0.09901,2
0.547816,0.48249,0.635294,0.531915,0.392453,0.455446,3
0.571793,0.735409,0.587543,0.531915,0.425157,0.09901,3
0.596422,0.688716,0.587543,0.531915,0.437736,0.80198,3
0.068856,0.276265,0.488581,0.531915,0.467925,0.594059,2
0.458772,0.322957,0.544637,0.531915,0.47673,0.128713,2
0.603864,0.474708,0.635294,0.531915,0.491824,0.544554,3
0.306039,0.241245,0.488581,0.531915,0.518239,0.108911,2
0.242194,0.214008,0.750865,0.531915,0.527044,0.514851,2
0.312546,0.307393,0.635294,0.531915,0.576101,0.118812,2
0.421447,0.505837,0.544637,0.531915,0.605031,0.712871,2
0.338956,0.420233,0.544637,0.531915,0.610063,0.138614,3
0.701707,0.677043,0.488581,0.531915,0.654088,0.237624,3
0.343817,0.338521,0.635294,0.531915,0.679245,0.059406,1
0.309261,0.178988,0.821453,0.531915,0.752201,0.277228,2
0.391373,0.280156,0.544637,0.531915,0.771623,0.09901,1
0.206477,0.105058,0.488581,0.531915,0.942138,0.168317,2
0.589822,0.486381,0.587543,0.533166,0.328302,0.39604,3
0.398865,0.540856,0.488581,0.533166,0.49434,0.049505,2
0.496847,0.435798,0.544637,0.533166,0.574843,0.742574,2
0.257891,0.210117,0.750865,0.533166,0.649057,0.138614,0
0.378305,0.210117,0.488581,0.533166,0.70566,0.049505,2
0.498833,0.455253,0.544637,0.533166,0.783648,0.158416,2
0.33564,0.287938,0.587543,0.533166,0.855346,0.039604,2
0.117368,0.159533,0.544637,0.533166,0.863057,0.277228,0
0.321948,0.062257,0.488581,0.534418,0.340881,0.039604,2
0.47789,0.696498,0.488581,0.534418,0.378616,0.039604,3
0.403305,0.33463,0.635294,0.534418,0.444025,0.217822,2
0.569289,0.571984,0.587543,0.534418,0.451447,0.079208,3
0.675857,0.607004,0.488581,0.534418,0.586164,0.19802,3
1,0.922179,0.425606,0.534418,0.588679,0.178218,3
0.675857,0.747082,0.544637,0.534418,0.593711,0.821782,3
0.072963,0.120623,0.290657,0.534418,0.675472,0.732673,0
0.321948,0.198444,0.635294,0.534418,0.737987,0.415842,2
0.349141,0.365759,0.635294,0.534418,0.854088,0.039604,2
0.528916,0.568093,0.635294,0.534418,0.856604,0.168317,3
0.044631,0.128405,0.544637,0.534418,0.967296,0.217822,1
0.368536,0.459144,0.544637,0.534418,1,0.029703,2
0.602322,0.505837,0.635294,0.53567,0.327044,0.138614,3
0.582827,0.564202,0.587543,0.53567,0.344654,0.069307,3
0.209904,0.311284,0.488581,0.53567,0.666667,0.138614,2
0.093595,0.143969,0.488581,0.53567,0.727044,0.524752,1
0.113282,0.132296,0.488581,0.53567,0.855258,0.287129,0
0.165918,0.038911,0.635294,0.536921,0.293082,0.623762,1
0.138931,0.252918,0.488581,0.536921,0.335849,0.346535,2
0.345472,0.396887,0.587543,0.536921,0.374843,0.534653,2
0.163294,0.163424,0.488581,0.536921,0.509434,0.118812,2
0.385414,0.626459,0.425606,0.536921,0.569346,0.069307,3
0.127567,0.167315,0.587543,0.536921,0.651572,0.128713,1
0.108983,0.167315,0.425606,0.536921,0.839535,0.326733,1
0.246809,0.175097,0.903806,0.536921,0.869145,0.118812,0
0.768215,0.661479,0.488581,0.538173,0.391195,0.811881,3
0.287087,0.319066,0.587543,0.538173,0.510692,0.237624,2
0.326855,0.361868,0.587543,0.538173,0.519497,0.613861,2
0.186746,0.249027,0.544637,0.538173,0.550943,0.237624,2
0.309261,0.2607,0.635294,0.538173,0.578616,0.336634,2
0.373829,0.455253,0.635294,0.538173,0.734591,0.534653,2
0.514953,0.51751,0.635294,0.538173,0.745912,0.009901,2
0.267116,0.256809,0.425606,0.539424,0.272956,0.19802,2
0.47775,0.400778,0.587543,0.539424,0.472277,0.049505,2
0.150963,0.159533,0.488581,0.539424,0.625157,0.148515,2
0.730213,0.51751,0.587543,0.539424,0.666667,0.178218,3
0.163294,0.214008,0.635294,0.539424,0.680503,0.851485,1
0.106159,0.093385,0.488581,0.539424,0.834994,0.425743,0
0.207365,0.120623,0.587543,0.540676,0.267925,0.623762,1
0.680426,0.622568,0.587543,0.540676,0.290566,0.425743,3
0.529871,0.653696,0.488581,0.540676,0.406289,0.831683,2
0.252337,0.256809,0.544637,0.540676,0.503145,0.524752,2
0.458886,0.470817,0.544637,0.540676,0.557233,0.118812,3
0.436556,0.299611,0.425606,0.540676,0.589019,0.049505,1
0.142455,0.194553,0.587543,0.540676,0.626415,0.366337,1
0.413786,0.392996,0.488581,0.540676,0.684277,0.346535,2
0.269839,0.252918,0.544637,0.540676,0.798742,0.831683,1
0.550688,0.33463,0.488581,0.541927,0.178616,0.524752,2
0.082684,0.105058,0.544637,0.541927,0.245283,0.544554,2
0.255505,0.214008,0.544637,0.541927,0.573132,0.069307,2
0.124802,0.163424,0.587543,0.541927,0.632704,0.138614,2
0.408261,0.447471,0.544637,0.541927,0.655346,0.118812,2
0.083116,0.101167,0.425606,0.541927,0.730818,0.673267,0
0.197748,0.108949,0.488581,0.541927,0.754717,0.079208,1
0.107041,0.038911,0.488581,0.541927,0.841509,0.663366,0
0.72694,0.801556,0.488581,0.541927,0.88805,0.049505,3
0.461919,0.365759,0.544637,0.543179,0.328302,0.029703,2
0.611679,0.568093,0.544637,0.543179,0.485535,0.782178,3
0.38445,0.361868,0.635294,0.543179,0.537107,0.039604,2
0.329494,0.326848,0.544637,0.543179,0.56478,0.316832,2
0.344591,0.385214,0.587543,0.543179,0.606277,0.059406,2
0.17507,0.07393,0.635294,0.544431,0.27044,0.039604,2
0.333404,0.330739,0.689273,0.544431,0.361006,0.148515,2
0.355972,0.571984,0.488581,0.544431,0.406289,0.653465,3
0.54478,0.626459,0.635294,0.544431,0.553459,0.554455,3
0.312995,0.225681,0.587543,0.544431,0.578616,0.29703,2
0.539828,0.571984,0.635294,0.544431,0.597484,0.376238,3
0.235528,0.143969,0.425606,0.544431,0.61761,0.118812,2
0.154029,0.136187,0.635294,0.544431,0.803774,0.287129,1
0.306667,0.241245,0.587543,0.544431,0.807686,0.445545,1
0.423152,0.416342,0.587543,0.544431,0.847799,0.029703,2
0.28063,0.29572,0.689273,0.545682,0.427673,0.346535,2
0.358627,0.754864,0.488581,0.545682,0.516327,0.069307,3
0.761197,0.731518,0.689273,0.545682,0.617409,0.039604,3
0.2338,0.307393,0.635294,0.545682,0.677987,0.277228,2
0.476878,0.365759,0.425606,0.546934,0.065409,0.217822,3
0.210429,0.202335,0.544637,0.546934,0.325786,0.09901,2
0.379265,0.299611,0.544637,0.546934,0.369811,0.534653,1
0.471472,0.338521,0.37301,0.546934,0.457862,0.049505,3
0.53773,0.579767,0.544637,0.546934,0.677987,0.336634,2
0.434151,0.529183,0.488581,0.546934,0.69434,0.663366,2
0.463669,0.435798,0.689273,0.546934,0.87673,0.188119,2
0.579408,0.801556,0.488581,0.548185,0.250314,0.465347,3
0.630109,0.859922,0.544637,0.548185,0.27044,0.079208,3
0.367347,0.33463,0.750865,0.548185,0.314465,0.079208,2
0.280366,0.346304,0.544637,0.548185,0.358491,0.633663,2
0.669011,0.521401,0.821453,0.548185,0.368553,0.029703,3
0.650313,0.478599,0.587543,0.548185,0.388679,0.49505,2
0.731967,0.848249,0.488581,0.548185,0.393711,0.039604,3
0.310646,0.319066,0.635294,0.548185,0.406289,0.079208,2
0.195393,0.252918,0.488581,0.548185,0.601258,0.029703,2
0.282807,0.182879,0.488581,0.548185,0.631447,0.138614,1
0.197003,0.307393,0.488581,0.548185,0.63522,0.336634,2
0.101428,0.198444,0.488581,0.548185,0.806289,0.782178,1
0.316943,0.361868,0.587543,0.548185,0.881761,0.178218,1
0.168023,0.291829,0.488581,0.549437,0.197484,0.19802,2
0.587445,0.29572,0.425606,0.549437,0.295597,0.128713,3
0.624125,0.486381,0.689273,0.549437,0.357233,0.485149,3
0.691385,0.44358,0.425606,0.549437,0.431057,0.059406,2
0.403029,0.18677,0.488581,0.549437,0.598742,0.742574,2
0.228896,0.276265,0.750865,0.549437,0.627673,0.069307,2
0.405726,0.424125,0.425606,0.549437,0.631321,0.079208,2
0.466911,0.439689,0.587543,0.549437,0.63522,0.19802,2
0.494507,0.533074,0.425606,0.549437,0.637296,0.09901,2
0.185484,0.404669,0.821453,0.549437,0.638994,0.079208,2
0.264588,0.225681,0.635294,0.549437,0.701887,0.49505,1
0.015867,0.093385,0.488581,0.549437,0.709434,0.673267,0
0.180676,0.249027,0.544637,0.549437,0.793711,0.336634,2
0.306015,0.373541,0.689273,0.549437,0.914465,0.168317,2
0.625079,0.529183,0.587543,0.550688,0.295597,0.118812,3
0.282938,0.264591,0.635294,0.550688,0.355975,0.445545,2
0.505818,0.470817,0.750865,0.550688,0.360138,0.049505,3
0.34046,0.455253,0.689273,0.550688,0.393711,0.336634,2
0.143272,0.202335,0.587543,0.550688,0.513208,0.316832,2
0.34948,0.420233,0.587543,0.550688,0.518969,0.039604,2
0.251869,0.385214,0.635294,0.550688,0.552642,0.049505,2
0.335927,0.237354,0.488581,0.550688,0.628818,0.356436,1
0.730744,0.607004,0.488581,0.550688,0.725786,0.168317,2
0.844798,0.715953,0.488581,0.55194,0.254088,0.316832,3
0.293606,0.280156,0.587543,0.55194,0.293082,0.029703,1
0.356783,0.463035,0.544637,0.55194,0.332075,0.138614,2
0.40964,0.377432,0.689273,0.55194,0.339623,0.29703,2
0.40183,0.29572,0.488581,0.55194,0.423899,0.39604,1
0.475896,0.498054,0.821453,0.55194,0.464151,0.445545,3
0.311265,0.108949,0.587543,0.55194,0.466667,0.792079,2
0.275609,0.264591,0.587543,0.55194,0.533333,0.29703,2
0.748956,0.696498,0.544637,0.55194,0.558906,0.069307,3
0.605956,0.735409,0.587543,0.553191,0.277987,0.138614,3
0.078969,0.167315,0.587543,0.553191,0.363522,0.623762,1
0.311763,0.346304,0.488581,0.553191,0.36478,0.049505,3
0.533856,0.48249,0.635294,0.553191,0.369811,0.138614,3
0.430717,0.299611,0.488581,0.553191,0.398742,0.554455,2
0.756236,0.840467,0.587543,0.553191,0.408805,0.128713,3
0.267779,0.338521,0.587543,0.553191,0.465409,0.069307,2
0.510384,0.400778,0.750865,0.553191,0.481761,0.207921,2
0.104097,0.077821,0.587543,0.553191,0.507748,0.059406,2
0.246271,0.284047,0.587543,0.553191,0.549107,0.049505,2
0.580665,0.645914,0.488581,0.553191,0.562264,0.207921,3
0.174062,0.217899,0.821453,0.553191,0.67673,0.09901,1
0.094817,0.038911,0.425606,0.553191,0.699371,0.732673,0
0.463877,0.299611,0.587543,0.553191,0.754717,0.039604,2
0.804385,0.677043,0.488581,0.554443,0.226415,0.118812,3
0.323599,0.18677,0.544637,0.554443,0.391195,0.445545,2
0.455587,0.40856,0.544637,0.554443,0.403774,0.445545,2
0.286468,0.2607,0.488581,0.554443,0.406289,0.475248,2
0.378795,0.256809,0.689273,0.554443,0.425157,0.376238,2
0.564287,0.416342,0.544637,0.554443,0.539623,0.287129,3
0.328233,0.459144,0.544637,0.554443,0.562264,0.257426,2
0.147291,0.214008,0.488581,0.554443,0.621384,0.128713,2
0.26548,0.22179,0.587543,0.554443,0.660377,0.752475,1
0.105408,0.140078,0.903806,0.554443,0.744654,0.782178,0
0.188312,0.151751,0.425606,0.554443,0.831447,0.742574,0
0.588381,0.653696,0.587543,0.555695,0.361006,0.39604,3
0.637149,0.564202,0.544637,0.555695,0.394969,0.09901,3
0.308543,0.396887,0.488581,0.555695,0.399283,0.039604,2
0.68175,0.743191,0.544637,0.555695,0.41761,0.029703,3
0.371681,0.381323,0.425606,0.555695,0.47044,0.049505,2
0.354972,0.431907,0.635294,0.555695,0.499371,0.069307,2
0.143527,0.105058,0.488581,0.555695,0.503145,0.039604,1
0.061016,0.132296,0.488581,0.555695,0.677987,0.514851,1
0.665618,0.568093,0.488581,0.555695,0.693082,0.19802,3
0.439269,0.642023,0.488581,0.556946,0.354717,0.643564,3
0.629081,0.548638,0.750865,0.556946,0.379874,0.128713,3
0.196406,0.249027,0.821453,0.556946,0.383648,0.039604,2
0.489248,0.299611,0.425606,0.556946,0.442767,0.128713,2
0.275501,0.268482,0.689273,0.556946,0.498113,0.524752,2
0.334136,0.342412,0.635294,0.556946,0.603774,0.29703,2
0.251312,0.731518,0.544637,0.558198,0.274214,0.326733,3
0.446247,0.303502,0.488581,0.558198,0.467925,0.811881,2
0.496443,0.420233,0.689273,0.558198,0.498113,0.108911,2
0.34429,0.346304,0.587543,0.558198,0.644025,0.138614,2
0.146744,0.128405,0.821453,0.558198,0.665409,0.722772,0
0.271041,0.311284,0.635294,0.558198,0.679975,0.09901,2
0.544534,0.552529,0.635294,0.558198,0.700629,0.09901,3
0.561392,0.59144,0.587543,0.558198,0.708176,0.366337,3
0.534344,0.55642,0.544637,0.559449,0.295597,0.029703,3
0.096846,0.319066,0.689273,0.559449,0.464151,0.376238,2
0.460179,0.400778,0.587543,0.559449,0.529019,0.039604,2
0.127738,0.163424,0.635294,0.559449,0.596226,0.138614,2
0.411177,0.249027,0.425606,0.559449,0.677686,0.108911,2
0.61208,0.571984,0.689273,0.559449,0.684277,0.19802,3
0.040264,0.233463,0.635294,0.559449,0.718239,0.346535,1
0.116562,0.194553,0.689273,0.559449,0.776616,0.217822,1
0.374464,0.385214,0.587543,0.559449,0.796226,0.366337,2
0.267199,0.326848,0.544637,0.560701,0.330818,0.346535,2
0.712863,0.649805,0.425606,0.560701,0.425157,0.831683,3
0.196966,0.163424,0.544637,0.560701,0.447799,0.386139,2
0.380767,0.416342,0.544637,0.560701,0.457862,0.138614,2
0.266978,0.416342,0.635294,0.560701,0.475472,0.237624,2
0.515299,0.392996,0.488581,0.560701,0.506918,0.514851,2
0.466481,0.354086,0.544637,0.560701,0.527044,0.544554,2
0.64358,0.661479,0.488581,0.560701,0.638994,0.108911,3
0.004785,0.077821,0.587543,0.560701,0.662893,0.752475,1
0.203066,0.194553,0.425606,0.560701,0.749686,0.069307,1
0.332247,0.346304,0.488581,0.561952,0.464151,0.60396,2
0.390424,0.44358,0.689273,0.561952,0.491824,0.29703,2
0.116375,0.132296,0.488581,0.561952,0.836164,0.346535,0
0.24344,0.175097,0.488581,0.563204,0.362264,0.415842,1
0.350243,0.373541,0.544637,0.563204,0.442767,0.415842,2
0.294586,0.249027,0.488581,0.563204,0.632704,0.138614,1
0.573716,0.692607,0.587543,0.563204,0.69434,0.237624,3
0.228799,0.435798,0.544637,0.564456,0.278805,0.09901,2
0.235027,0.330739,0.544637,0.564456,0.296855,0.207921,2
0.22464,0.136187,0.587543,0.564456,0.314465,0.633663,1
0.389435,0.396887,0.488581,0.564456,0.378616,0.475248,2
0.243682,0.284047,0.587543,0.564456,0.442767,0.49505,2
0.106973,0.167315,0.488581,0.564456,0.462893,0.594059,2
0.405507,0.412451,0.544637,0.564456,0.504403,0.386139,2
0.460114,0.424125,0.425606,0.564456,0.626239,0.089109,2
0.299787,0.287938,0.689273,0.564456,0.632038,0.089109,1
0.288705,0.29572,0.689273,0.564456,0.642767,0.544554,1
0.206904,0.400778,0.635294,0.564456,0.710692,0.346535,2
0.540874,0.451362,0.635294,0.564456,0.71195,0.356436,2
0.122689,0.202335,0.821453,0.564456,0.91195,0.188119,1
0.348716,0.245136,0.689273,0.565707,0.530818,0.861386,2
0.696848,0.486381,0.587543,0.565707,0.542138,0.039604,3
0.421993,0.385214,0.488581,0.565707,0.600365,0.079208,1
0.223721,0.280156,0.750865,0.565707,0.640252,0.841584,1
0.353004,0.307393,0.544637,0.566959,0.386164,0.19802,2
0.339916,0.361868,0.635294,0.566959,0.386164,0.039604,2
0.524397,0.505837,0.544637,0.566959,0.400528,0.049505,2
0.140133,0.330739,0.689273,0.566959,0.45283,0.475248,2
0.498594,0.474708,0.587543,0.566959,0.622642,0.09901,3
0.138879,0.202335,0.587543,0.566959,0.654239,0.079208,2
0.18489,0.163424,0.821453,0.566959,0.771069,0.841584,1
0.258491,0.22179,0.635294,0.566959,0.83527,0.435644,0
0.313916,0.210117,0.587543,0.56821,0.498113,0.851485,2
0.447826,0.307393,0.750865,0.56821,0.527044,0.623762,2
0.173725,0.217899,0.488581,0.56821,0.568553,0.821782,1
0.438457,0.377432,0.587543,0.569462,0.398742,0.069307,3
0.34083,0.396887,0.635294,0.569462,0.555975,0.128713,2
0.712026,0.536965,0.544637,0.569462,0.597484,0.138614,3
0.149505,0.198444,0.689273,0.569462,0.615094,0.089109,1
0.242438,0.132296,0.821453,0.569462,0.671698,0.09901,2
0.134454,0.101167,0.750865,0.569462,0.794969,0.910891,0
0.28063,0.303502,0.587543,0.570713,0.371069,0.029703,2
0.389072,0.392996,0.587543,0.570713,0.405031,0.168317,2
0.143017,0.159533,0.587543,0.570713,0.492503,0.049505,2
0.285849,0.276265,0.488581,0.570713,0.514465,0.752475,2
0.366782,0.272374,0.635294,0.570713,0.542138,0.029703,2
0.185919,0.143969,0.587543,0.570713,0.605031,0.138614,2
0.615863,0.63035,0.821453,0.570713,0.607421,0.09901,3
0.587508,0.723735,0.689273,0.570713,0.640252,0.366337,3
0.362472,0.33463,0.544637,0.570713,0.656604,0.09901,3
0.193277,0.470817,0.750865,0.570713,0.693082,0.188119,2
0.308902,0.322957,0.689273,0.570713,0.807547,0.376238,2
0.415058,0.361868,0.544637,0.571965,0.047799,0.207921,3
0.489431,0.392996,0.587543,0.571965,0.274214,0.138614,3
0.418548,0.342412,0.488581,0.571965,0.353459,0.029703,2
0.248478,0.22179,0.635294,0.571965,0.397484,0.039604,1
0.619624,0.762646,0.635294,0.571965,0.454088,0.089109,3
0.532838,0.470817,0.587543,0.571965,0.457862,0.049505,2
0.437219,0.396887,0.544637,0.571965,0.495597,0.158416,2
0.526266,0.439689,0.488581,0.571965,0.567296,0.019802,3
0.082684,0.058366,0.425606,0.571965,0.844239,0.346535,0
0.490204,0.875486,0.488581,0.573217,0.067925,0.168317,3
0.471755,0.470817,0.635294,0.573217,0.172327,0.257426,3
0.276465,0.357977,0.587543,0.573217,0.291824,0.178218,2
0.510311,0.509728,0.903806,0.573217,0.332075,0.029703,2
0.679594,0.805447,0.635294,0.573217,0.36478,0.386139,3
0.400202,0.237354,0.750865,0.573217,0.376101,0.425743,2
0.576395,0.579767,0.544637,0.573217,0.467925,0.782178,3
0.50216,0.396887,0.587543,0.573217,0.477987,0.059406,2
0.238606,0.159533,0.544637,0.573217,0.536755,0.049505,2
0.181365,0.178988,0.750865,0.573217,0.548428,0.178218,2
0.118352,0.105058,0.425606,0.573217,0.587421,0.811881,0
0.653455,0.677043,0.544637,0.574468,0.392453,0.089109,3
0.632645,0.614786,0.544637,0.574468,0.423899,0.366337,3
0.51674,0.435798,0.544637,0.574468,0.543396,0.336634,3
0.291559,0.412451,0.587543,0.574468,0.548428,0.029703,3
0.27817,0.346304,0.689273,0.574468,0.803774,0.693069,1
0.15713,0.272374,0.750865,0.57572,0.36478,0.633663,2
0.592553,0.459144,0.425606,0.57572,0.407547,0.574257,3
0.338541,0.272374,0.750865,0.57572,0.450314,0.29703,2
0.326061,0.272374,0.544637,0.57572,0.553459,0.821782,1
0.583708,0.459144,0.544637,0.57572,0.597484,0.089109,3
0.240269,0.361868,0.750865,0.57572,0.646541,0.019802,3
0.540062,0.501946,0.689273,0.57572,0.789937,0.029703,2
0.745935,0.642023,0.544637,0.576971,0.387421,0.138614,3
0.509553,0.424125,0.750865,0.576971,0.422855,0.049505,2
0.293958,0.29572,0.689273,0.576971,0.460377,0.069307,2
0.23839,0.105058,0.635294,0.576971,0.535899,0.069307,1
0.283538,0.163424,0.544637,0.576971,0.561006,0.80198,1
0.579177,0.525292,0.544637,0.576971,0.566038,0.386139,3
0.887265,0.785992,0.635294,0.578223,0.154717,0.29703,3
0.540833,0.626459,0.587543,0.578223,0.407547,0.415842,3
0.388634,0.338521,0.544637,0.578223,0.433962,0.821782,2
0.198193,0.225681,0.635294,0.578223,0.496843,0.069307,2
0.178347,0.175097,0.635294,0.578223,0.583648,0.089109,1
0.419328,0.326848,0.544637,0.578223,0.6,0.118812,2
0.23606,0.237354,0.635294,0.578223,0.76478,0.841584,1
0.328954,0.245136,0.587543,0.578223,0.861635,0.039604,2
0.439303,0.237354,0.544637,0.579474,0.260377,0.554455,2
0.265702,0.435798,0.689273,0.579474,0.267925,0.247525,2
0.40886,0.202335,0.544637,0.579474,0.387421,0.089109,1
0.527578,0.51751,0.544637,0.579474,0.623899,0.089109,2
0.536636,0.525292,0.689273,0.579474,0.649208,0.079208,3
0.515227,0.548638,0.544637,0.579474,0.737107,0.80198,2
0.029427,0.120623,0.488581,0.579474,0.836314,0.277228,0
0.445047,0.622568,0.488581,0.580726,0.227673,0.514851,3
0.267227,0.307393,0.587543,0.580726,0.272956,0.029703,2
0.33889,0.455253,0.635294,0.580726,0.371069,0.227723,3
0.660879,0.785992,0.544637,0.580726,0.436302,0.049505,3
0.439573,0.44358,0.488581,0.580726,0.45283,0.316832,3
0.352773,0.509728,0.635294,0.580726,0.567296,0.059406,3
0.1722,0.198444,0.425606,0.580726,0.943396,0.237624,0
0.729642,0.824903,0.488581,0.581977,0.211321,0.089109,3
0.579601,0.494163,0.635294,0.581977,0.372327,0.049505,3
0.12096,0.210117,0.689273,0.581977,0.518239,0.336634,1
0.598652,0.490272,0.544637,0.581977,0.577358,0.09901,3
0.17423,0.070039,0.544637,0.581977,0.622642,0.50495,2
0.414915,0.365759,0.544637,0.581977,0.628931,0.029703,2
0.111218,0.058366,0.689273,0.581977,0.661635,0.752475,1
0.621064,0.59144,0.821453,0.583229,0.299371,0.267327,3
0.413553,0.575875,0.544637,0.583229,0.384906,0.653465,3
0.655333,0.766537,0.587543,0.583229,0.47044,0.811881,3
0.209623,0.190661,0.544637,0.583229,0.612579,0.029703,2
0.275743,0.354086,0.635294,0.583229,0.683597,0.079208,2
0.157827,0.40856,0.587543,0.584481,0.298113,0.217822,3
0.468816,0.428016,0.544637,0.584481,0.318239,0.029703,2
0.116562,0.136187,0.544637,0.584481,0.464151,0.594059,2
0.26274,0.276265,0.544637,0.584481,0.464151,0.594059,1
0.625555,0.614786,0.544637,0.584481,0.498113,0.089109,3
0.283355,0.299611,0.635294,0.584481,0.566038,0.09901,3
0.459937,0.48249,0.821453,0.584481,0.654088,0.09901,2
0.420512,0.525292,0.544637,0.584481,0.689308,0.356436,3
0.387908,0.350195,0.689273,0.585732,0.479245,0.039604,2
0.530502,0.677043,0.544637,0.585732,0.484277,0.267327,3
0.030751,0.167315,0.689273,0.585732,0.644025,0.09901,1
0.242468,0.202335,0.488581,0.585732,0.672956,0.326733,2
0.358627,0.249027,0.635294,0.585732,0.720755,0.059406,2
0.090629,0.108949,0.488581,0.585732,0.863535,0.29703,0
0.625377,0.536965,0.635294,0.586984,0.351019,0.059406,3
0.267448,0.264591,0.689273,0.586984,0.450314,0.475248,1
0.150284,0.264591,0.587543,0.586984,0.528302,0.425743,2
0.464245,0.338521,0.544637,0.586984,0.847799,0.049505,2
0.787383,0.70428,0.635294,0.586984,0.89434,0.178218,3
0.417483,0.342412,0.587543,0.588235,0.441509,0.762376,2
0.471472,0.451362,0.544637,0.588235,0.519497,0.316832,2
0.307534,0.256809,0.544637,0.588235,0.543396,0.059406,2
0.285719,0.178988,0.425606,0.588235,0.637736,0.138614,2
0.456906,0.389105,0.635294,0.588235,0.638994,0.376238,2
0.867147,0.789883,0.425606,0.588235,0.844025,0.168317,3
0.327872,0.40856,0.689273,0.589487,0.378616,0.128713,2
0.079868,0.22179,0.689273,0.589487,0.496855,0.386139,2
0.536566,0.622568,0.821453,0.589487,0.533333,0.376238,3
0.375709,0.459144,0.635294,0.589487,0.825157,0.19802,3
0.031817,0.245136,0.544637,0.590738,0.158491,0.19802,2
0.480604,0.478599,0.635294,0.590738,0.261635,0.079208,3
0.60603,0.365759,0.689273,0.590738,0.371069,0.049505,3
0.541493,0.568093,0.635294,0.590738,0.441509,0.287129,3
0.6955,0.883268,0.488581,0.590738,0.500629,0.742574,3
0.398772,0.412451,0.544637,0.590738,0.538365,0.207921,3
0.314999,0.284047,0.635294,0.590738,0.558491,0.623762,2
